"Please make sure,you have configured your license key correctly to get rid of this message.",Gyözödj meg róla hogy helyesen konfiguráltad a liszensz kulcsodat hogy eltüntesd ezt az üzenetet,
Activate License,Liszensz aktiválása,
License is Activated,Liszensz aktiválva,
Search and Chat,Keress és chatelj,
Features,Feature-k,
Customize,Testreszabás,
Accounts and Payment,Fióok és fizetések,
Addons,Addon-ok,
Basic Search,Alap keresés,
Advanced Search,Részletes keresés,
Please enter a message,Adj meg egy üzenetet,
Forgot Password,Elfelejtettem a jelszavam,
You have to first delete <#LANGNAME#> language to import this language pack,Kérjük elöbb töröld <#LANGNAME#> nyelvet hogy importáld ezt a nyelvi csomagot,
Album name,Album neve,
My Album,Albumom,
Please write us your reason:,Kérjük indokold meg,
Report this comment,Jelents ezt a kommentet,
Please enter the reason for report.,add meg a jelentés okát,
Your report was successfully submitted.,A jelentés sikeresen elküldve,
Your report was not submitted.,A jelentésed sikertelen,
Reported Comment,Jelentett komment,
Ignore,Ignorál,
Comment,Kommentál,
Reported by,Jelentette,
Featured Member,kiemelt tag,
Search User,Felhasználó keresése,
Featured Members,Kielemt tagok,
Contact Permissions (Who can contact me?),Kapcsolatfelvétel szabályozás( ki veheti fel velem a kapcsolatot),
Welcome,Üdvözöljük,
Please Note: If a membership plan is being used you cannot delete that Membership Plan.,"Megjegyzés: Ha már használsz egy tagsági elöfizetést, akkor azt nem törölheted.",
Order,Rendelés,
Profile Picture,Profil kép,
Move,Mozgat,
Email is Unread,Olvasatlan emailek,
Email has been Read,Olvasott email,
Previous,Elözö,
Next,Következö,
This value seems to be invalid.,Ez az érték érvénytelen,
This value should be a valid email.,Ez az érték egy érvényes email kell hogy legyen,
This value should be a valid url.,Ez az érték egy érvényes url kell hogy legyen,
This value should be a valid number.,Ez az érték egy érvényes szám kell hogy legyen,
This value should be a valid integer.,Ez az érték egy érvényes integer kell hogy legyen,
This value should be digits.,Ez az érték egy szám kell hogy legyen,
This value should be alphanumeric.,Ez az érték egy szöveg kell hogy legyen,
This value should not be blank.,Ez az érték nem lehet üres,
This value is required.,Ez az érték kötelezö,
This value should be greater than or equal to %s.,Ez az érték nagyobb vagy egyenlö mint %s kell hogy legyen,
This value should be lower than or equal to %s.,Ez az érték kisebb vagy egyenlö mint %s kell hogy legyen,
This value should be between %s and %s.,Ez az érték %S közé kell hogy essen,
This value is too short. It should have %s characters or more.,Ez az érték túl rövid. Ennek %s karakternek vagy többnek kell hogy legyen,
This value is too long. It should have %s characters or fewer.,Ez az érték túl hosszú. Ennek %s karakternek vagy kevesebbnek kell hogy legyen,
You must select at least %s choices.,Legalább %s választ kell adnod,
You must select %s choices or fewer.,legfeljebb %s választ kell adnod,
You must select between %s and %s choices.,A válaszok száma %s és %s közé kell hogy essen,
This value should be the same.,Ez az érték megegyezö kell hogy legyen,
"Due to restrictions put on recurring plan, recurring payment gateway (such as Paypal Recurring - Subscriptions) can only be activated where the number of days satisfies the following conditions.","A megújuló elöfizetés feltételei miatt, a fizetési szolgáltató ( mint a Paypal Recurring - Subscriptions) megujulo fizetés opciója csak akkor aktiválható ha a következö feltételeknek eleget tesz",
No of days is less than or equal to 90 with range (1 to 90),A napok száma kevesebb vagy egyenlö mint 90 (1-90 tartományban),
No of days is multiple of 7 with range (7 to 364).,A napok száma a 7 többszöröse. (7-364 tartományban),
No of days is multiple of 30 with range (30 to 720).,a napok száma 30 többszöröse (30-720 tartományban),
No of days is multiple of 365 with range (365 to 1825).,A napok száma 365 többszöröse (365-1825 tartományban),
QUICK ACTIONS,Gyors akciók,
Make this membership plan free,Tedd ezt a tagsági csomagot ingyenessé,
Apply,Igénylés,
is activated,aktiválva,
Plan,Csomag,
Make this profile questions private,Tedd ezeket a profil kérdéseket magánná,
Only me,csak én,
You cannot view this profile,Ezt a profilt nem nézheted meg,
Wed,Sze,
Distance Search,Távolsági keresés,
Select ON to enable password field option in registration page,Válaszd az ON-t a jelszó mezö megjelenítéséhez a regisztrációs oldalon,
Upgrade/CCBill,Frissítés/CCBill,
List All,Összes kilisztázása,
Green,Zöld,
Blue,Kék,
Black,Fekete,
Christian,Keresztény,
Hazel,Hazel,
Buddhist,Buddhista,
Muslim,Muszlim,
Catholic,Katolikus,
Athiest,Ateista,
Baptist,Baptista,
Hindu,Hindu,
Mormon,Mormon,
Jewish,Zsidó,
Luthern,Luthernista,
Methodist,Metodista,
Other,Másolás sikertelen,
Caucasian,Kaukázusi kefír,
Middle Eastern,Közép euroópai,
Indian,Idiai,
European,Európai,
Asian,Àzsiai,
African,Afrikai,
Single,Szingli,
Not Stated,Nincs adat,
Divorced,Elvált,
Widowed,Özvegy,
Player,Játékos,
Lost,Elveszett,
Maybe,Talán,
Over,Több,
00-20k,00-20k,
20-60K,20-60K,
60-80K,60-80K,
Over K,K felett,
Skinny,vékony,
Average,átlagos,
Athletic,atlétikus,
Body Builder,budy builder,
Extra Pounds,túlsúlyos,
Trying to Quit,szeretne kilépni,
Friendly,barátságos,
Pipes,pipák,
Gray,ösz,
Brown,barna,
Social,szociális,
I''m a Drunk,alkesz,
Blonde,szöke,
Red,vörös,
Mohawk,mohács,
Bald,kopasz,
Unemployed,munkanélküli,
Full Time,teljes állás,
Part Time,félállás,
Student,Tanuló,
Home Maker,otthon teremtö,
Self Employed,vállalkozó,
Retired,nyugdíjas,
High School,középiskolás,
Bachelors,hallgató,
Masters,mester hallgató,
PHD,PHD hallgató,
School of Life,élet iskolája,
Confused,össze van zavarodva,
Friendship,barátság,
Dating,randizás,
Marriage,házasság,
Fling,fing,
Intimate Encounter,intim kapcsolat,
Short Term,rövid távú,
Long Term,hosszútávú,
Anything!,bármi,
Eye Color,szeme színe,
Religion,vallás,
Ethnicity,entika,
Marital Status,családi állapot,
Children,gyerekek,
Income,bevétel,
Body Type,testalkat,
Smoker,dohányzó,
Drink,ivás,
Hair Color,haj szín,
Employment,munkahelyi állapot,
Education,képzettség,
Seeking,keresö,
My Match,találataim,
Saved Search,mentett találatok,
Access Email,Emailek elérése,
View Email Message,email megtekintés,
Reply Email Message,válasz email,
Compose New Email Message,írj egy új emailt,
Upload Audio,Audio feltöltés,
Upload Video,Video feltöltés,
Zip Code Search,Irányítószám keresés,
Group Chat,Csoportos beszélgetés,
One to One Chat,Privát chat,
(required),(kötelezö),
List All Stories,Minden sztori listázása,
The user has not uploaded any audios.,A felhasználó nem töltött fel audiót,
The user has not uploaded any videos.,A felhasználó nem töltött fel videót,
The user has not uploaded any photos.,A felhasználó nem töltött fel fotót,
New Password:,ùj jelszó,
List Of Albums,Albumlista,
Email Notification,Email értesítés,
Albums,Albumok,
Inbox,Inbox,
Are you sure you want to Unblock?,Biztos hogy feloldod a blokkot?,
Make your pro pic Private,Tedd a profi képedet priváttá,
Saved Searches,Mentett keresés,
Do you want to save this user in your date tracking list?,El akarod menteni ezt a felhasználót a társkeresö nyomonkövetésbe?,
Accept This Gifts,Fogadd el ezt az ajándékot,
Sent Gifts,Elküldött ajándékok,
just sent you a message.,küldött neked egy üzenetet,
Use the site being in the offline mode,használd az oldalt offline módban,
Message Sent Successfully.,üzenet sikeresen elküldve,
Enable Message,üzenet engedélyezése,
Are you sure you want to Delete this Message?,Biztos törölni akarod ezt az üzenetet?,
Dashboard,Dashboard,
Start now,Kezdd el most!,
Delete Account Permanently,Fiók azonnali törlése,
Are you sure you want to delete your account permanently?,Biztos hogy azonnal törölni akarod a fiókodat?,
Please Login to view the members,"Kérjük, jelentkezz be hogy lásd a tagokat",
Add your text here,Add meg a leírásodat,
Current Status,Jelenlegi állapot,
Start upload,Feltöltés kezdése,
Cancel upload,Feltöltés megszakítása,
Delete Account,Fiók törlése,
Rate,èrtékelés,
Make these profile questions private,Tedd ezeket a profil kérdéseket priváttá,
Make your profile picture Private,Tedd a profi képedet priváttá
